abstract_key,PMID,Title,Dataset,n_sentences,tertile__within_results_analogue,tertile__conclusion_results_analogue,tertile__final_similarity_to_opening_analogue,tertile__closing_to_opening_analogue,tertile__methods_aim_analogue,tertile__results_aim_analogue,quintile__within_results_analogue,quintile__conclusion_results_analogue,quintile__final_similarity_to_opening_analogue,quintile__closing_to_opening_analogue,quintile__methods_aim_analogue,quintile__results_aim_analogue,template__within_Background_similarity,template__within_Aim_similarity,template__within_Methods_similarity,template__within_Results_similarity,template__within_Conclusion_similarity,template__within_Limitation/Future_similarity,template__conclusion_to_aim_alignment,template__conclusion_to_results_alignment,template__results_to_methods_alignment,template__methods_to_aim_alignment,template__results_to_aim_alignment,template__final_similarity_to_opening_anchor,template__conclusion_to_background_plus_aim_alignment,template__conclusion_plus_future_to_background_plus_aim_alignment
Review::26881700::Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,Review,11,0.5328900023621096,0.7774225473403931,0.7662060856819153,0.8028939962387085,0.6836766004562378,0.6836766004562378,0.3914448145733413,0.2330067753791809,0.8232700824737549,0.922391951084137,0.7805033922195435,0.2875939607620239,,,0.3691802215400452,0.2831339816770654,0.7520670943106359,,0.8713619709014893,0.5244547724723816,0.6916139125823975,0.685513973236084,0.4876278042793274,0.8232700824737549,0.8764594197273254,0.8764594197273254
"Review::40218924::The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",Review,11,0.3221719505765548,0.7296099066734314,0.8986468315124512,0.8543065190315247,0.6423420906066895,0.6423420906066895,0.6654366133866596,0.7237613797187805,0.9052590131759644,0.8319755792617798,0.6634417772293091,0.7947490215301514,,,0.3354089409935204,0.4721681407732461,0.8018704364220899,,0.88758385181427,0.8016780614852905,0.7128421068191528,0.7110668420791626,0.741796612739563,0.9052590131759644,0.899051308631897,0.899051308631897
Review::33904994::Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,Review,17,0.1950566801612437,0.6438660025596619,0.8067200183868408,0.8209460973739624,0.6499150991439819,0.6499150991439819,0.8087744247171563,0.8497344255447388,0.7693960070610046,0.7403665781021118,0.582754909992218,0.6958801746368408,-0.0520396863143735,0.3133234530400708,0.2439566431748916,0.2597709171001314,0.8400470499865894,,0.6248242855072021,0.8176753520965576,0.7706149816513062,0.6729457378387451,0.6022129058837891,0.740651547908783,0.6973308324813843,0.6973308324813843
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,14,0.2777318543661696,0.6309553384780884,0.6344929933547974,0.6412865519523621,0.5638355016708374,0.5638355016708374,0.1823664793869383,0.6599887609481812,0.4196960926055908,0.3780055046081543,0.3236064910888672,0.3568408489227295,-0.0531463329079993,,0.3738886371439319,0.2875787460892471,0.2421681503061804,,0.3838373124599457,0.6551898121833801,0.4835810661315918,0.1524664908647537,0.5139544010162354,0.5434081554412842,0.4904837012290954,0.4904837012290954
Review::35061134::Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,Review,12,0.1876233978149434,0.6123881340026855,0.4084191620349884,0.6321285963058472,0.6097027659416199,0.6097027659416199,0.4539887179982933,0.4592175483703613,0.2933393120765686,0.4985345602035522,0.5177117586135864,0.4810171723365783,,,0.3243831106269303,0.1950140531652913,0.5341079802279558,,0.5389883518218994,0.4405901432037353,0.4658465981483459,0.564987063407898,0.4793968200683594,0.2933393120765686,0.4211315512657165,0.4211315512657165
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,13,0.2954957887490865,0.7020264863967896,0.4011298716068268,0.4128469824790954,0.4986802041530609,0.4986802041530609,0.6351265635924024,0.7222506999969482,0.4164822399616241,0.5117251873016357,0.4581552147865295,0.5192999243736267,0.0662388014282501,,0.2687652065415216,0.6477325024654339,0.2816239544548796,,0.0996733456850051,0.6087809205055237,0.4876075983047485,0.1720155030488968,-0.0237374473363161,0.3803290128707886,0.405098557472229,0.405098557472229
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,15,0.2597978615175358,0.6667324304580688,0.3992871046066284,0.6012998819351196,0.5143305659294128,0.5143305659294128,0.2714600047019987,0.3226338922977447,0.2990472912788391,0.6039137840270996,0.5231883525848389,0.1492655426263809,,,0.2905272208063776,0.2202172964749412,0.1846061514402438,,0.153171420097351,0.4833151698112488,0.6537156105041504,0.141465276479721,0.0487937144935131,0.2290187776088714,0.5084480047225952,0.5084480047225952
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,16,0.1876532563583056,0.4304121732711792,0.7235206365585327,0.6665201783180237,0.2588945627212524,0.2588945627212524,0.3586278454712753,0.5605529546737671,0.5367286205291748,0.5734560489654541,0.4737921357154846,0.3851129710674286,-0.113910503902775,,0.1564409422594252,0.2686844607829494,0.1885723820965245,,0.3555335998535156,0.5981554388999939,0.5060827136039734,0.2581460475921631,0.3121985197067261,0.5367286205291748,0.5887022018432617,0.5887022018432617
Review::34495401::Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,Review,15,0.2715669620493785,0.7716749906539917,0.3744839429855346,0.3481002449989319,0.6000226736068726,0.6000226736068726,0.5562798866941229,0.8175822496414185,0.531031608581543,0.5190116167068481,0.4913837909698486,0.4294179081916809,,,0.233664555281957,0.3970614311828715,0.6411754716596092,,-0.007879527285695,0.829207718372345,0.4001936912536621,0.0070060174912214,0.0395818427205085,0.5992899537086487,0.566983163356781,0.566983163356781
"Review::41253726::Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",Review,12,0.3560786426061927,0.736346960067749,0.6230026483535767,0.7405300736427307,0.6047170162200928,0.6047170162200928,0.1268568113735197,0.3959590494632721,0.6586835384368896,0.7852064371109009,0.6709939241409302,0.4291913509368896,,,0.3167419608219495,0.2123543631466538,0.652036831755926,,0.6435257196426392,0.3672581613063812,0.5950818061828613,0.6682329177856445,0.3553810119628906,0.6586835384368896,0.84157395362854,0.84157395362854
Review::24697584::Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,Review,10,0.3147810279896068,0.4382939338684082,0.6357065439224243,0.7579169273376465,0.2004682272672653,0.2004682272672653,0.0617073854445123,0.4259870052337646,0.6326448917388916,0.8217752575874329,0.491331398487091,0.4304076433181762,,,0.1602815106164002,0.1971938645640512,0.6819065381564898,,0.8218696713447571,0.3728532195091247,0.6165193319320679,0.5401749610900879,0.2802300453186035,0.6326448917388916,0.8217752575874329,0.8217752575874329
Review::26329272::Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,Review,8,0.1848802440239203,0.549662172794342,0.6080169677734375,0.5971866846084595,0.4947925209999084,0.4947925209999084,0.2829047545808387,0.5542711019515991,0.7567602396011353,0.6121423840522766,0.39101642370224,0.5156656503677368,,,0.1848802440239203,0.2281898443284282,,,0.2301943898200988,0.3358966708183288,0.4351224899291992,0.4013227522373199,0.255354642868042,0.6080169677734375,0.608017086982727,0.608017086982727
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,13,0.3138564238928418,0.7715252041816711,0.4973104000091553,0.6254013180732727,0.7472126483917236,0.7472126483917236,0.8758203440978072,0.8521356582641602,0.6472615003585815,0.6962834000587463,0.5243115425109863,0.705786943435669,0.0754840550349397,,0.2778426315520845,0.6431113738032112,0.8439275550199022,,0.2114085555076599,0.9019988775253296,0.5721412897109985,0.4309762716293335,0.3085474371910095,0.5752737522125244,0.6371787786483765,0.6371787786483765
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,14,0.2575572747293225,0.7293374538421631,0.275570273399353,0.709775447845459,0.6511362791061401,0.6511362791061401,0.3203788888541087,0.1995377242565155,0.1726348400115966,0.8028689622879028,0.5907418131828308,0.1667714715003967,0.8453553995151899,,0.2379234208209307,0.2208057020945921,0.1498985638566312,,0.2578445672988891,0.3697943091392517,0.6691945195198059,0.4572826325893402,0.3441885411739349,0.2314198464155197,0.6257867813110352,0.6257867813110352
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,9,0.427935794019193,0.7227933406829834,0.368848979473114,0.3985975384712219,0.6814675331115723,0.6814675331115723,0.4750178285571244,0.6034185886383057,0.2460831403732299,0.1814083456993103,0.6082398295402527,0.5787954330444336,,,0.3729198751282468,0.4588004040763451,,,0.1746819019317627,0.6398486495018005,0.7248257994651794,0.4233303070068359,0.395790547132492,0.2305397093296051,0.2305397093296051,0.2305397093296051
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,12,0.2290320567453942,0.7192938923835754,0.6557477712631226,0.5371246933937073,0.4870143532752991,0.4870143532752991,0.5516942433796935,0.5468419194221497,0.5309760570526123,0.3877431750297546,0.3644325733184814,0.5392485857009888,,,0.0906722816113855,0.3041183670129988,0.0574407774223751,,0.0385099127888679,0.6519278883934021,0.6528695821762085,0.0820206552743911,-0.0106607899069786,0.5309760570526123,0.4575597047805786,0.4575597047805786
Review::32052179::Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,Review,16,0.2625094795343275,0.506169319152832,0.6255612969398499,0.6809592843055725,0.6010006666183472,0.6010006666183472,0.3041280539763236,0.3543777465820312,0.4486048817634582,0.6097903847694397,0.4877131283283233,0.2858575880527496,0.0575775876132574,,0.2757800696784119,0.2561848694720633,0.2610117206948089,,0.2196731120347976,0.4204587340354919,0.5844758749008179,0.3675712347030639,0.1993551850318908,0.4486048817634582,0.5915254950523376,0.5915254950523376
Review::32233092::Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,Review,11,0.4338195465755006,0.5624052882194519,0.3647473156452179,0.5378280878067017,0.7218705415725708,0.7218705415725708,0.1775989367418048,0.5700509548187256,0.375328004360199,0.453196108341217,0.6260706782341003,0.4373967051506042,,,0.4832685335087307,0.3224424475898691,0.0724950918043251,,0.348787397146225,0.5118411779403687,0.591641366481781,0.5278663635253906,0.5890367031097412,0.375328004360199,0.313995897769928,0.313995897769928
"Clinical::28321995::Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",Clinical,10,0.4329998371171106,0.6343277096748352,0.553158164024353,0.6178861856460571,0.3928151726722717,0.3928151726722717,0.1295345559296199,0.2516796290874481,0.6761857271194458,0.6807622909545898,0.5216058492660522,0.3583728075027466,,,0.2392111437680427,0.2370516759850983,0.8111129575079051,,0.3348450660705566,0.2862001657485962,0.4379923939704895,0.4582369327545166,0.3384051918983459,0.6761857271194458,0.6807622909545898,0.6807622909545898
Clinical::28474968::Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,Clinical,16,0.3710953509214577,0.6893460750579834,0.3772778809070587,0.3696699738502502,0.2897170484066009,0.2897170484066009,0.3637109961860598,0.5440935492515564,0.3332887291908264,0.2893140614032745,0.4885069131851196,0.2008999586105346,0.206677862687282,,0.211910741224704,0.4486337165110788,0.3117523321665721,,0.3878299593925476,0.3804339170455932,0.4867452383041382,0.4811139404773712,0.1446216255426406,0.3332887291908264,0.3132076859474182,0.3132076859474182
Clinical::36414947::Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,Clinical,10,0.1618088785743327,0.5898581743240356,0.6856052875518799,0.4381764531135559,0.521782636642456,0.521782636642456,0.5814830949229937,0.4654032588005066,0.5963770747184753,0.4642362892627716,0.4705170392990112,0.1945914179086685,,,0.3737532996852045,0.4445555357098518,0.1505813728875071,,0.6459391713142395,0.4891104698181152,0.2871938645839691,0.6546773910522461,0.1895955801010131,0.5963770747184753,0.4642362892627716,0.4642362892627716
Clinical::27013640::Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,Clinical,8,0.2510443753144708,0.4093809425830841,0.6958686113357544,0.5682774782180786,0.4284052848815918,0.4284052848815918,0.3071858718653721,0.3505617380142212,0.6117836833000183,0.4716545939445495,0.3832079172134399,0.3267385363578796,,,0.2510443753144708,0.4381107950411937,,,0.5568583011627197,0.3780901432037353,0.4219100475311279,0.3913739919662475,0.3545601963996887,0.6958686113357544,0.6958686709403992,0.6958686709403992
Clinical::40631715::Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,Clinical,12,0.2075131964310891,0.6977096796035767,0.5092004537582397,0.6786999702453613,0.6102762222290039,0.6102762222290039,0.5467619417693493,0.6975780725479126,0.4362625479698181,0.5187627673149109,0.442852258682251,0.4540759027004242,,,0.1572530113538816,0.5379388793742833,-0.0617185093609289,,0.5033838152885437,0.5549118518829346,0.4906421899795532,0.318259984254837,0.6979290246963501,0.4362625479698181,0.4995976090431213,0.4995976090431213
Clinical::21059869::FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,Clinical,7,0.614076863205434,0.6330965757369995,0.8183637261390686,0.6516375541687012,0.6483490467071533,0.6483490467071533,,0.2836163640022278,0.89872145652771,0.7110326290130615,0.7232738137245178,0.1896599531173706,,,0.614076863205434,0.2974890619054298,,,0.5059215426445007,0.2475422024726867,0.3898853063583374,0.4137540459632873,0.3259938359260559,0.8183637261390686,0.8183637261390686,0.8183637261390686
Clinical::28025432::Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,Clinical,11,0.4451847100190778,0.879228949546814,0.7795532941818237,0.8693410158157349,0.8507636785507202,0.8507636785507202,0.805903553660217,0.8748157620429993,0.8799929618835449,0.9552491903305054,0.7290620803833008,0.8845211267471313,,,0.2529559564950089,0.8064717846503986,0.8787013845548057,,0.8386708498001099,0.861178994178772,0.7839078307151794,0.7264038920402527,0.9374268054962158,0.8799929618835449,0.9138017892837524,0.9138017892837524
"Clinical::40123306::Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",Clinical,13,0.4318048849106495,0.2309716641902923,0.1636621952056884,0.4743339419364929,0.6225298047065735,0.6225298047065735,0.1050953838971966,0.1332787573337555,0.0854130461812019,0.0982187688350677,0.6183247566223145,0.609088122844696,0.8508262043401971,,0.2249342933765475,0.0781125903256132,0.5742886881821776,,0.1313094198703766,0.4207451045513153,0.6554852724075317,0.5540322661399841,0.4037144482135772,0.0820853263139724,0.1534039676189422,0.1534039676189422
"Clinical::27145828::The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",Clinical,13,0.19964949038916,0.6928547620773315,0.6383718848228455,0.5640753507614136,0.5408904552459717,0.5408904552459717,0.4308206312666591,0.6001501083374023,0.6749342679977417,0.5945809483528137,0.5239610075950623,0.2018054723739624,0.0203980417598735,,0.1605790760501498,0.4551119804973324,-0.0291069394729435,,0.3814499378204345,0.3851529955863952,0.5441498160362244,0.589785099029541,0.2606345415115356,0.7144370079040527,0.6631430983543396,0.6631430983543396
"Clinical::27477110::Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",Clinical,9,0.1591519457007471,0.6062749028205872,0.2958810925483703,0.4615615904331207,0.6234439611434937,0.6234439611434937,0.2334414884285041,0.4946633577346802,0.3678555488586426,0.305553674697876,0.4271630644798279,0.3127670586109161,,,0.4378184640313161,0.3226156966602745,,,0.0275420695543289,0.2237714678049087,0.2883345484733581,0.0994384959340095,0.391812801361084,0.2670858204364776,0.2670858204364776,0.2670858204364776
Clinical::26811350::Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,Clinical,15,0.4181358327157846,0.821661651134491,0.7205640077590942,0.7574164867401123,0.6893797516822815,0.6893797516822815,0.253363364453057,0.6808238625526428,0.7046909928321838,0.7286273241043091,0.5805860757827759,0.5526034235954285,,,0.2493984510369762,0.4403062111876042,0.8220725177778713,,0.6948865056037903,0.8458536863327026,0.7785402536392212,0.4740844368934631,0.5301173329353333,0.4405469000339508,0.4495943188667297,0.4495943188667297
Clinical::33687555::Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,Clinical,17,0.2938863071694089,0.7581290006637573,0.7011502981185913,0.3932295143604278,0.438803493976593,0.438803493976593,0.3997426724636154,0.3708183765411377,0.5780669450759888,0.3749258518218994,0.4618477821350097,0.0237676352262496,0.8833182721994716,-0.0113362558167351,0.3992412924078998,0.4276796838022029,0.2965585498174932,,0.2998162508010864,0.41612708568573,0.4532409608364105,0.2410259246826172,0.0698179900646209,0.5726562142372131,0.4239793717861175,0.4239793717861175
Clinical::25762359::Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,Clinical,12,0.1933549617765177,0.4411427974700928,0.3646353185176849,0.4106967747211456,0.5923752188682556,0.5923752188682556,0.0780974834920019,0.4904007613658905,0.365915447473526,0.33603236079216,0.6457761526107788,0.2342042028903961,,,0.2197034083707258,0.166845688418683,0.1196857329979186,,0.2574574053287506,0.6269197463989258,0.4968010187149048,0.4917342960834503,0.5019792318344116,0.365915447473526,0.269282579421997,0.269282579421997
"Clinical::28667678::Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",Clinical,9,0.2478549107565657,0.5287176370620728,0.6033353805541992,0.3546996712684631,0.6294390559196472,0.6294390559196472,0.36035077195551,0.4334851503372192,0.5395841598510742,0.3645124435424804,0.5651554465293884,0.1648954451084137,,,0.367388729313701,0.3375647574905188,,,0.2894192039966583,0.5148864984512329,0.3547645807266235,0.3456577658653259,0.3399197161197662,0.5176239013671875,0.5176239013671875,0.5176239013671875
Clinical::23969907::Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,Clinical,13,0.2576631016251304,0.7373149394989014,0.5021592974662781,0.6273655295372009,0.5006105899810791,0.5006105899810791,0.3593746142909689,0.7316778898239136,0.3725720643997192,0.532008707523346,0.5845745801925659,0.2552971839904785,0.2390568656695479,,0.3306241456245174,0.3662499392291107,0.4756644033471843,,0.7626235485076904,0.5518902540206909,0.6643544435501099,0.488772451877594,0.3342211842536926,0.4321756362915039,0.7259374856948853,0.7259374856948853
