PMID,Title,Dataset,n_sentences,mean_label_confidence,mean_local_similarity,min_local_similarity,local_similarity_volatility,local_discontinuity_burden,within_role_discontinuity_burden,mean_similarity_to_opening_anchor,final_similarity_to_opening_anchor,mean_similarity_to_own_role_anchor_loo,observed_roles,required_roles_present,missing_required_roles,n_Background,within_Background_similarity,n_Aim,within_Aim_similarity,n_Methods,within_Methods_similarity,n_Results,within_Results_similarity,n_Conclusion,within_Conclusion_similarity,n_Limitation/Future,within_Limitation/Future_similarity,conclusion_to_aim_alignment,conclusion_to_results_alignment,results_to_methods_alignment,methods_to_aim_alignment,results_to_aim_alignment,conclusion_to_background_plus_aim_alignment,conclusion_plus_future_to_background_plus_aim_alignment
32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,Review,12,0.97,0.2986357852139256,-0.09075628221035,0.3300955512725,0.1666666666666666,0.0833333333333333,0.5432213296492895,0.4252724926918745,0.2902425053444775,Aim; Background; Conclusion; Methods; Results,True,,2,0.6677556037902832,1,,5,0.2688083574175834,2,-0.0434607006609439,2,-0.0643027499318122,0,,0.623849630355835,0.5159451961517334,0.6500505805015564,0.7243898510932922,0.6257463097572327,0.6217482686042786,0.6217482686042786
39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,Review,17,0.9811764705882352,0.2543467448558658,-0.0248483531177043,0.2299747542026248,0.0588235294117647,0.0,0.3663479887387332,0.1928823925554752,0.3867152541875839,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,7,0.1305922636141379,5,0.4965560510754585,3,0.2132483820120493,0,,0.4585414230823517,0.7517340183258057,0.3351690173149109,0.3912373781204223,0.4860665798187256,0.534804105758667,0.534804105758667
40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,Review,14,0.9814285714285716,0.2713749527644652,-0.0055460277944803,0.1624683577050855,0.2142857142857142,0.1428571428571428,0.3673074868108545,0.4185573309659958,0.3154331408441067,Aim; Conclusion; Methods; Results,True,,0,,2,-0.0055460277944803,4,0.2878433962663014,5,0.2606164820492267,3,0.2074632328003645,0,,0.5879712700843811,0.6423207521438599,0.5907778143882751,0.538122832775116,0.3290178179740906,0.5879712700843811,0.5879712700843811
39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,13,0.9846153846153848,0.2035869157407432,-0.0404628217220306,0.2587546164261293,0.0,0.0,0.441738846210333,0.4858090579509735,0.2678729086183011,Aim; Background; Conclusion; Methods; Results,True,,1,,2,0.0148042980581521,3,0.1328439762194951,4,0.3125636180241902,3,0.2012362504998842,0,,0.5504940748214722,0.7864197492599487,0.3651986122131347,0.5633406043052673,0.3965510725975036,0.5810703039169312,0.5810703039169312
27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,8,0.98375,0.2324978624071393,0.0683775544166565,0.1033785616408591,0.25,0.125,0.4338531442917883,0.3787318188697099,0.2477105728217533,Aim; Conclusion; Methods; Results,True,,0,,1,,2,0.3733854293823242,3,0.2208860417207082,2,0.0683775544166565,0,,0.5181844234466553,0.611432671546936,0.5704865455627441,0.524135172367096,0.4061528444290161,0.5181844234466553,0.5181844234466553
26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,Review,16,0.985,0.2240954069420695,-0.0083545185625553,0.188776086156861,0.125,0.0,0.3289827232947573,0.3657200783491134,0.307839535176754,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,6,0.173206723605593,6,0.1832442626357078,1,,1,,0.5296947956085205,0.4446271657943725,0.5258718729019165,0.1832576543092727,0.5985637903213501,0.5533971786499023,0.5135166049003601
34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,Review,19,0.9778947368421052,0.3574722496171792,0.0551500916481018,0.2164606932488529,0.2105263157894736,0.1578947368421052,0.4061078719402614,0.4915710240602493,0.4445424824953079,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,7,0.2941298044863201,5,0.3450590103864669,4,0.2550326933463414,1,,0.6511765122413635,0.6567317247390747,0.6224100589752197,0.4494685232639313,0.5105292797088623,0.67817223072052,0.6295172572135925
31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,Review,12,0.9825,0.2890418994833122,0.0361088626086711,0.2096586824645718,0.1666666666666666,0.1666666666666666,0.5058516748249531,0.6161329001188278,0.3196193650364876,Aim; Background; Conclusion; Methods; Results,True,,2,0.5891667604446411,1,,3,0.0392035283148288,4,0.217535350471735,2,0.4381832480430603,0,,0.2427747249603271,0.6467143297195435,0.5526773929595947,0.3786304295063019,0.3659515082836151,0.7265780568122864,0.7265780568122864
33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,Review,12,0.9783333333333334,0.247458815574646,0.1011963784694671,0.1856220736898615,0.0,0.0,0.5176189709454775,0.6098521649837494,0.2920660823583603,Aim; Background; Conclusion; Methods; Results,True,,2,0.1418047845363617,1,,2,0.2497444599866867,3,0.1624026745557785,4,0.3164638852079709,0,,0.784104585647583,0.6308650970458984,0.6292524337768555,0.6393481492996216,0.5668656826019287,0.7083697319030762,0.7083697319030762
41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,Review,17,0.9794117647058824,0.3095144927501678,0.0305550247430801,0.1634352409047079,0.1764705882352941,0.0588235294117647,0.4597772977807942,0.3631474040448665,0.4063107622787356,Aim; Background; Conclusion; Methods; Results,True,,2,0.3882993161678314,1,,6,0.2490420147776603,6,0.2406929954886436,2,0.5032411813735962,0,,0.7482279539108276,0.5685377717018127,0.5690670013427734,0.4087378084659576,0.6183559894561768,0.8103243112564087,0.8103243112564087
26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,13,0.98,0.3498475085943937,0.0028676465153694,0.2354140669140904,0.2307692307692307,0.1538461538461538,0.2732998552517249,0.4912633299827575,0.4282601978629827,Aim; Conclusion; Methods; Results,True,,0,,1,,6,0.2557726110021273,2,0.3468050956726074,4,0.3637332109113534,0,,0.6355762481689453,0.375586450099945,0.5833237171173096,0.1212444379925727,0.1622925847768783,0.6355762481689453,0.6355762481689453
39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,12,0.9825,0.2868133205920458,0.0086323861032724,0.2875461045802274,0.0,0.0,0.4901154797213773,0.4332903921604156,0.3733514375984669,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,2,0.2223952859640121,4,0.3611193870504697,4,0.207871760862569,1,,0.6262895464897156,0.6603070497512817,0.6568160057067871,0.6372249126434326,0.7591718435287476,0.6262895464897156,0.5393984913825989
26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,15,0.9760000000000002,0.2854255091931139,-0.0506220385432243,0.2281214124164191,0.0666666666666666,0.0,0.4297379355877638,0.5387321710586548,0.3749094754457474,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,4,0.1987019681061307,4,0.3129593605796496,5,0.2471886478364467,0,,0.6740149259567261,0.6585249304771423,0.4389000535011291,0.2145316302776336,0.5582289695739746,0.7844770550727844,0.7844770550727844
34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,Review,12,0.9683333333333334,0.4498422220349312,0.0521408915519714,0.2347487438997899,0.1666666666666666,0.0833333333333333,0.5467389964809021,0.6746292412281036,0.428976472467184,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,3,0.3310184081395467,5,0.2909666926600039,1,,1,,0.4955462515354156,0.6753890514373779,0.7655763626098633,0.5835515260696411,0.4740779995918274,0.6997676491737366,0.7422047853469849
36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,14,0.9835714285714288,0.2707486897706985,-0.0496537834405899,0.2643450842920907,0.2142857142857142,0.0714285714285714,0.4008415495710714,0.5093018710613251,0.3239424736662344,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,4,0.3453799486160278,5,0.2311122827231884,2,-0.0496537834405899,1,,0.5596312284469604,0.6369782090187073,0.731879711151123,0.6374009847640991,0.5209359526634216,0.616451621055603,0.63861083984375
24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,Review,12,0.9833333333333334,0.3110257436267354,-0.027292301878333,0.2894539704759178,0.0833333333333333,0.0833333333333333,0.5429114983417094,0.5353812351822853,0.2697553744539618,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,2,0.6983686685562134,4,0.14747462545832,2,-0.027292301878333,2,0.2259352505207061,0.689136266708374,0.5718131065368652,0.5717985033988953,0.8686947822570801,0.4629117846488952,0.6637158393859863,0.7630969285964966
23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,Review,11,0.950909090909091,0.2458741907030344,0.0275885052978992,0.2472440895173371,0.0,0.0,0.4521637775681235,0.3914730846881866,0.4222097285091877,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,0.6076387166976929,1,,4,0.3074412184456984,2,0.2429416328668594,1,,1,,0.8071993589401245,0.7555294632911682,0.67828768491745,0.5815268158912659,0.6573079824447632,0.4217965602874756,0.5456480979919434
37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,10,0.982,0.3353008644448386,0.1764028966426849,0.1304595303165507,0.2,0.0,0.4180341303348541,0.175485722720623,0.4533739276230335,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,2,0.3109225630760193,4,0.3725159838795662,1,,2,0.5211801528930664,0.561247706413269,0.671938419342041,0.5774170160293579,0.4552850127220154,0.5260241031646729,0.561247706413269,0.3980083167552948
27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,18,0.9838888888888888,0.3939341723042376,0.0164722763001918,0.2891943459369453,0.1666666666666666,0.1111111111111111,0.5178396167854468,0.7816665172576904,0.4235698877600953,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,4,0.5048093994458517,1,,4,0.184331273039182,6,0.3607375794400771,2,0.0164722763001918,1,,0.6311382055282593,0.666427731513977,0.6867168545722961,0.5809406042098999,0.7366468906402588,0.5532367825508118,0.720243513584137
32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,Review,13,0.9815384615384616,0.308650861804684,-0.015123501420021,0.2537646470804465,0.1538461538461538,0.0769230769230769,0.328917142863457,0.5901339054107666,0.4521679722449996,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.3505495751897494,2,0.3086702227592468,3,0.31264229118824,0,,0.8015133142471313,0.5570132732391357,0.5339924693107605,0.112588420510292,0.5047941207885742,0.6755470633506775,0.6755470633506775
31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,Review,14,0.9871428571428572,0.2972874912218405,-0.020662447437644,0.1814465722092911,0.2857142857142857,0.1428571428571428,0.3764101308105247,0.5344913452863693,0.384005485723416,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,5,0.2281119596213102,4,0.3488778074582417,3,0.2347547387083371,1,,0.4158967733383178,0.7726534008979797,0.5919011831283569,0.3570725917816162,0.564713716506958,0.4158967733383178,0.5537811517715454
36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,16,0.98125,0.2970841864744822,0.0466307252645492,0.2417965663049614,0.0625,0.0,0.3185918929520994,0.3446757048368454,0.4545131246248881,Aim; Background; Conclusion; Methods; Results,True,,2,0.6076387166976929,1,,2,0.1467887163162231,9,0.3245007876410252,2,0.3481051325798034,0,,0.7080024480819702,0.4062248468399048,0.3388556540012359,0.6875655055046082,0.2646399140357971,0.419820636510849,0.419820636510849
20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,Review,12,0.9741666666666668,0.2839523404836654,0.1032342463731765,0.1708407755353715,0.0833333333333333,0.0,0.3266354876880844,0.1448476538062095,0.328482276863522,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,0.5387176275253296,1,,4,0.2343139549096425,3,0.1319702342152595,1,,1,,0.3458298444747925,0.509719967842102,0.4734058380126953,0.2524970769882202,0.3986197113990783,0.2162103205919265,0.174061119556427
40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,Review,13,0.983846153846154,0.4221373779388765,-0.0156975630670785,0.3751036506035367,0.1538461538461538,0.0769230769230769,0.5667625734439263,0.7373070120811462,0.3750014541049798,Aim; Background; Conclusion; Methods; Results,True,,2,-0.0156975630670785,1,,3,0.1388673298060894,5,0.3383301664143801,2,0.7229247689247131,0,,0.8684622049331665,0.7661211490631104,0.5823124647140503,0.496837317943573,0.8401584625244141,0.7943834662437439,0.7943834662437439
38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,12,0.9608333333333332,0.394028089093891,0.0261237751692533,0.3239570563854608,0.3333333333333333,0.0833333333333333,0.594611831009388,0.3910951688885689,0.4538681408898397,Aim; Background; Conclusion; Methods; Results,True,,2,0.0239787735044956,1,,3,0.1605122362573941,4,0.7363630831241608,2,0.5221613645553589,0,,0.7144950032234192,0.8821167945861816,0.4182749390602112,0.5251201391220093,0.8109008073806763,0.7167012095451355,0.7167012095451355
27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,13,0.9853846153846154,0.2507503824308514,0.0046485252678394,0.2415081876685726,0.0769230769230769,0.0769230769230769,0.5069537294598726,0.4487631060183048,0.2771402898555,Aim; Background; Conclusion; Methods; Results,True,,2,0.4256486892700195,1,,4,0.197597557057937,4,0.210253636042277,2,0.0046485252678394,0,,0.6939226388931274,0.6180312633514404,0.7282236814498901,0.7238750457763672,0.6305913329124451,0.6331768035888672,0.6331768035888672
35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,15,0.9800000000000002,0.2891209652381284,0.0239401012659072,0.1889675769884893,0.2666666666666666,0.1333333333333333,0.4555269082387288,0.5875218212604523,0.3439335828380925,Aim; Background; Conclusion; Methods; Results,True,,2,0.0239401012659072,1,,4,0.2084709120293458,6,0.2829083636403083,2,0.4363148808479309,0,,0.6930345296859741,0.524612307548523,0.6825529932975769,0.6391913890838623,0.5797606706619263,0.6932887434959412,0.6932887434959412
33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,Review,8,0.9825,0.320022953408105,0.1209567338228225,0.2135696214846193,0.0,0.0,0.4169694832526147,0.4142093658447265,0.3688915222883224,Background; Conclusion; Methods; Results,True,,2,0.3309468328952789,0,,2,0.1936094313859939,3,0.4096372326215108,1,,0,,,0.3415441811084747,0.4426074922084808,,,0.5024293661117554,0.5024293661117554
25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,Review,11,0.9845454545454548,0.4721361368894577,0.1763359904289245,0.1931043251367875,0.1818181818181818,0.0,0.3943472436883233,0.4955345690250397,0.5917655858728621,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.3693546553452809,5,0.5456070184707642,1,,0,,0.4887397289276123,0.5658555030822754,0.3871154189109802,0.3397298157215118,0.4669239223003387,0.4887397289276123,0.4887397289276123
37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,17,0.9823529411764704,0.3038606565096415,-0.0367194339632988,0.284182704606123,0.1764705882352941,0.0588235294117647,0.3664581396562211,0.4140538349747658,0.3629455491900444,Aim; Background; Conclusion; Methods; Results,True,,3,0.3421512444814046,1,,6,0.255458198984464,4,0.2710414019723733,3,0.1158521225055058,0,,0.5326018333435059,0.6980605125427246,0.5156785249710083,0.2060874700546264,0.7261914014816284,0.4963529109954834,0.4963529109954834
35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,Review,18,0.965,0.1839217551271705,0.0201066918671131,0.1794539234529845,0.0,0.0,0.4175007163236539,0.3205259516835212,0.3437424084404483,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,3,0.3321708453198274,5,0.0739985670894384,6,0.4013076777259509,2,0.0270354952663183,1,,0.7250226736068726,0.5622382164001465,0.4418879151344299,0.58648681640625,0.642285943031311,0.694206714630127,0.6069743633270264
40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,Review,13,0.9823076923076924,0.2675464758649468,0.0171525888144969,0.1959699618512824,0.1538461538461538,0.0769230769230769,0.418620303273201,0.4508534409105778,0.2868185232986103,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.2403883511821428,3,0.2105015019575754,2,0.0171525888144969,0,,0.6162723302841187,0.5262252688407898,0.5831685066223145,0.4747467041015625,0.596422553062439,0.6322040557861328,0.6322040557861328
26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,Review,11,0.981818181818182,0.4612980213016271,0.0328188426792621,0.2700734557783359,0.2727272727272727,0.1818181818181818,0.644687304442579,0.8203368484973907,0.5309856269847263,Aim; Conclusion; Methods; Results,True,,0,,2,0.6427446007728577,3,0.2695359004040559,4,0.3741221390664577,2,0.7520671486854553,0,,0.8764594197273254,0.6097947359085083,0.6970362663269043,0.7512388229370117,0.694675624370575,0.8764594197273254,0.8764594197273254
40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",Review,11,0.98,0.5674689382314682,0.2100732028484344,0.2252286034112593,0.1818181818181818,0.1818181818181818,0.670266717672348,0.8533580005168915,0.5213251076638699,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,2,0.2319646477699279,6,0.4615701705217361,1,,0,,0.8989203572273254,0.8031923770904541,0.7071182727813721,0.7180470824241638,0.7777320146560669,0.9052590131759644,0.9052590131759644
33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,Review,17,0.9841176470588237,0.3335750197293237,-0.0688021704554557,0.3378579556553835,0.1176470588235294,0.0588235294117647,0.5264513326041839,0.8623530566692352,0.4301936820149422,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,6,0.2439208308855692,6,0.2670544466624657,3,0.3579440265893936,1,,0.737261950969696,0.7884675860404968,0.7688173055648804,0.7221025824546814,0.7363727688789368,0.737261950969696,0.8318735361099243
26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,14,0.9828571428571428,0.237971221598295,-0.0531463325023651,0.166881393889057,0.1428571428571428,0.1428571428571428,0.3658423349261284,0.3865447267889976,0.2737434540803616,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,-0.0531463325023651,1,,3,0.4619119167327881,4,0.2185041817526022,2,0.142331913113594,2,0.2421681433916092,0.4658485651016235,0.5244454145431519,0.5977108478546143,0.1647445559501648,0.3270337879657745,0.4547770023345947,0.5450541973114014
35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,Review,12,0.975,0.2373273355717008,-0.0587962381541729,0.1989149380090256,0.1666666666666666,0.0,0.5032775656630596,0.4708801209926605,0.2227938754691018,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,5,0.2068469915539026,1,,2,0.0644062012434005,1,,2,0.1043139174580574,1,,0.4871213436126709,0.2898319959640503,0.2950839400291443,0.3790232539176941,0.5836048126220703,0.474199503660202,0.5242575407028198
27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,13,0.9815384615384616,0.3165943175554275,0.0174657478928565,0.2338618267294949,0.1538461538461538,0.0769230769230769,0.4149079013329286,0.3969931155443191,0.3743275421170088,Aim; Conclusion; Methods; Results,True,,0,,2,0.0662388056516647,4,0.1416294438143571,3,0.417594109972318,4,0.4611157774925232,0,,0.5711027383804321,0.6498498916625977,0.5512740612030029,0.5187059044837952,0.3971241116523742,0.5711027383804321,0.5711027383804321
36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,15,0.978,0.2597526321187615,-0.0175153147429227,0.1857958411361749,0.2,0.1333333333333333,0.3257706761360168,0.5540737509727478,0.3077616399297347,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,6,0.2246934411426385,5,0.2202172972261905,2,0.0349030718207359,1,,0.6135038137435913,0.3909863233566284,0.6158331632614136,0.5360761880874634,0.2735894322395324,0.6135038137435913,0.5595576763153076
30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,16,0.979375,0.2174978139499823,-0.1139104962348938,0.2158440020271274,0.125,0.0625,0.408962644636631,0.6387564539909363,0.336482940823771,Aim; Background; Conclusion; Methods; Results,True,,3,0.0700027061005433,2,0.8738014698028564,4,0.136232745523254,4,0.2989189152916272,3,0.1885723707576592,0,,0.7329633235931396,0.5857183933258057,0.3848167061805725,0.225400373339653,0.5406370162963867,0.6685916185379028,0.6685916185379028
34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,Review,15,0.9833333333333332,0.3521709652351482,-0.0906987190246582,0.2619336507237045,0.2,0.1333333333333333,0.4318779467294613,0.7232859134674072,0.4718064526095986,Aim; Conclusion; Methods; Results,True,,0,,1,,6,0.1572290514906247,5,0.3970614723861217,3,0.6411754687627157,0,,0.7915327548980713,0.8292077779769897,0.3923008441925049,0.3656505942344665,0.6143223643302917,0.7915327548980713,0.7915327548980713
41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",Review,12,0.9766666666666666,0.347913430665027,0.024785341694951,0.2018249117592581,0.25,0.25,0.4999532202879588,0.7942493855953217,0.469540919769894,Aim; Conclusion; Methods; Results,True,,0,,1,,2,0.4253497719764709,7,0.2669146686260189,2,0.6520368456840515,0,,0.8739005923271179,0.6275174617767334,0.5791742205619812,0.4962743520736694,0.6029549241065979,0.8739005923271179,0.8739005923271179
24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,Review,10,0.952,0.3480340047842926,-0.0199724286794662,0.3004753624195413,0.1,0.1,0.5333780584856868,0.7555768191814423,0.3386049196124077,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,0.8022420406341553,1,,2,0.4627396762371063,2,0.1094104200601577,2,-0.0199724286794662,1,,0.583309531211853,0.610551118850708,0.330510139465332,0.2308798432350158,0.4908662438392639,0.6325705051422119,0.7292500138282776
26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,Review,8,0.96,0.2206976179565702,0.0856577605009079,0.0736328043710658,0.125,0.0,0.445012204349041,0.4510076567530632,0.2948365012804667,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.228029449780782,2,0.2281898856163025,1,,0,,0.7567603588104248,0.3358966112136841,0.4382313787937164,0.4361613094806671,0.4283224642276764,0.7567603588104248,0.7567603588104248
39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,13,0.9846153846153848,0.4884995687752962,0.0754840523004531,0.2944345544809448,0.2307692307692307,0.1538461538461538,0.5718360892855204,0.8760890066623688,0.6065278127789497,Background; Conclusion; Methods; Results,True,,1,,0,,4,0.2724641238649686,6,0.5152062430977822,2,0.8439276218414307,0,,,0.8863070607185364,0.4161482453346252,,,0.9124126434326172,0.9124126434326172
36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,14,0.9764285714285716,0.333315284922719,-0.0126792918890714,0.2616654477620836,0.0714285714285714,0.0714285714285714,0.4829377659729549,0.4745053872466087,0.3781891172895065,Aim; Background; Conclusion; Methods; Results,True,,1,,2,0.3158554136753082,4,0.254174714287122,4,0.3401914437611897,3,0.2280611544847488,0,,0.6686614751815796,0.4594758152961731,0.4956173598766327,0.5095353126525879,0.513498067855835,0.7660782933235168,0.7660782933235168
27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,9,0.938888888888889,0.4901480302214622,0.2113552689552307,0.1643200328218542,0.2222222222222222,0.2222222222222222,0.640721556213167,0.4747019559144974,0.5279839656182698,Background; Conclusion; Methods; Results,True,,5,0.3826670609414577,0,,1,,2,0.5075961351394653,1,,0,,,0.5975587368011475,0.5003396272659302,,,0.5227797031402588,0.5227797031402588
39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,12,0.9791666666666669,0.173520135439255,-0.0054974444210529,0.1538463054493118,0.1666666666666666,0.0833333333333333,0.3958487900284429,0.441550575196743,0.2014630677347833,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.0547377731030186,5,0.2214984100311994,2,0.0574407801032066,0,,0.6072498559951782,0.7182644009590149,0.6117445826530457,0.4741456806659698,0.6004543304443359,0.6072498559951782,0.6072498559951782
32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,Review,16,0.983125,0.2439470782876014,0.0375764220952987,0.1527464860102003,0.1875,0.0625,0.3329056152142584,0.6957729160785675,0.3764148836334546,Aim; Conclusion; Methods; Results,True,,0,,1,,6,0.252202408015728,6,0.2239878848195076,3,0.2610117544730504,0,,0.6762001514434814,0.4760824739933014,0.5675721764564514,0.3280596137046814,0.4691616892814636,0.6762001514434814,0.6762001514434814
32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,Review,11,0.9827272727272728,0.3331572689116001,0.0724950954318046,0.1568217271032182,0.0909090909090909,0.0909090909090909,0.5467979115518656,0.2564275823533535,0.3180922694504261,Aim; Background; Conclusion; Methods; Results,True,,3,0.3240437010924021,1,,2,0.3182113468647003,3,0.3224424570798874,2,0.0724950954318046,0,,0.3579749763011932,0.5118411779403687,0.4906680583953857,0.6486090421676636,0.5296832919120789,0.3501725196838379,0.3501725196838379
